"resp","rt"
1,0.11
1,0.128
1,0.152
1,0.197
1,0.2
1,0.208
1,0.21
1,0.212
1,0.216
1,0.218
1,0.219
1,0.22
1,0.221
1,0.221
1,0.222
1,0.223
1,0.223
1,0.225
1,0.226
1,0.226
1,0.227
1,0.228
1,0.228
1,0.23
1,0.231
1,0.232
1,0.232
1,0.233
1,0.233
1,0.234
1,0.234
1,0.235
1,0.235
1,0.235
1,0.238
1,0.238
1,0.239
1,0.239
1,0.24
1,0.24
1,0.24
1,0.24
1,0.241
1,0.241
1,0.241
1,0.242
1,0.242
1,0.242
1,0.242
1,0.242
1,0.244
1,0.244
1,0.244
1,0.244
1,0.245
1,0.245
1,0.246
1,0.246
1,0.247
1,0.248
1,0.248
1,0.25
1,0.25
1,0.25
1,0.25
1,0.251
1,0.251
1,0.251
1,0.252
1,0.252
1,0.252
1,0.252
1,0.252
1,0.252
1,0.253
1,0.254
1,0.254
1,0.254
1,0.254
1,0.255
1,0.255
1,0.255
1,0.256
1,0.256
1,0.256
1,0.257
1,0.258
1,0.258
1,0.258
1,0.259
1,0.259
1,0.259
1,0.259
1,0.26
1,0.26
1,0.26
1,0.26
1,0.26
1,0.26
1,0.261
1,0.261
1,0.261
1,0.262
1,0.262
1,0.262
1,0.262
1,0.263
1,0.263
1,0.263
1,0.263
1,0.264
1,0.264
1,0.264
1,0.264
1,0.264
1,0.264
1,0.265
1,0.265
1,0.265
1,0.266
1,0.266
1,0.267
1,0.267
1,0.267
1,0.267
1,0.268
1,0.268
1,0.269
1,0.269
1,0.269
1,0.269
1,0.269
1,0.27
1,0.27
1,0.27
1,0.27
1,0.27
1,0.271
1,0.271
1,0.271
1,0.273
1,0.273
1,0.273
1,0.273
1,0.275
1,0.275
1,0.276
1,0.277
1,0.277
1,0.277
1,0.279
1,0.279
1,0.279
1,0.279
1,0.279
1,0.28
1,0.28
1,0.281
1,0.282
1,0.282
1,0.283
1,0.283
1,0.284
1,0.284
1,0.284
1,0.285
1,0.285
1,0.285
1,0.286
1,0.286
1,0.287
1,0.287
1,0.289
1,0.289
1,0.29
1,0.291
1,0.292
1,0.293
1,0.294
1,0.3
1,0.303
1,0.306
1,0.306
1,0.307
1,0.316
1,0.317
1,0.318
1,0.319
1,0.343
1,0.344
1,0.361
1,0.386
1,0.416
