"resp","rt"
1,0.245
1,0.245
1,0.246
1,0.247
1,0.248
1,0.249
1,0.25
1,0.253
1,0.254
1,0.255
1,0.256
1,0.256
1,0.256
1,0.256
1,0.256
1,0.257
1,0.257
1,0.257
1,0.258
1,0.258
1,0.258
1,0.259
1,0.259
1,0.26
1,0.26
1,0.261
1,0.262
1,0.262
1,0.262
1,0.263
1,0.263
1,0.263
1,0.263
1,0.264
1,0.264
1,0.265
1,0.266
1,0.266
1,0.266
1,0.267
1,0.267
1,0.267
1,0.267
1,0.267
1,0.267
1,0.268
1,0.268
1,0.268
1,0.268
1,0.268
1,0.268
1,0.269
1,0.27
1,0.27
1,0.27
1,0.27
1,0.271
1,0.271
1,0.271
1,0.271
1,0.271
1,0.272
1,0.272
1,0.272
1,0.272
1,0.273
1,0.273
1,0.274
1,0.274
1,0.274
1,0.274
1,0.274
1,0.274
1,0.275
1,0.275
1,0.276
1,0.276
1,0.276
1,0.276
1,0.276
1,0.276
1,0.277
1,0.277
1,0.277
1,0.277
1,0.277
1,0.278
1,0.278
1,0.279
1,0.279
1,0.279
1,0.28
1,0.28
1,0.282
1,0.282
1,0.282
1,0.282
1,0.282
1,0.282
1,0.283
1,0.283
1,0.283
1,0.284
1,0.285
1,0.285
1,0.285
1,0.286
1,0.287
1,0.287
1,0.287
1,0.289
1,0.29
1,0.291
1,0.291
1,0.292
1,0.293
1,0.293
1,0.293
1,0.294
1,0.294
1,0.294
1,0.294
1,0.295
1,0.295
1,0.295
1,0.297
1,0.298
1,0.298
1,0.299
1,0.299
1,0.3
1,0.301
1,0.302
1,0.302
1,0.302
1,0.302
1,0.302
1,0.303
1,0.303
1,0.304
1,0.304
1,0.304
1,0.305
1,0.306
1,0.306
1,0.306
1,0.307
1,0.308
1,0.311
1,0.311
1,0.311
1,0.311
1,0.312
1,0.315
1,0.315
1,0.315
1,0.316
1,0.316
1,0.316
1,0.317
1,0.317
1,0.319
1,0.319
1,0.321
1,0.321
1,0.321
1,0.321
1,0.322
1,0.323
1,0.323
1,0.323
1,0.323
1,0.323
1,0.323
1,0.323
1,0.324
1,0.326
1,0.327
1,0.331
1,0.331
1,0.333
1,0.337
1,0.339
1,0.34
1,0.343
1,0.344
1,0.347
1,0.35
1,0.352
1,0.354
1,0.357
1,0.363
1,0.365
1,0.386
1,0.395
