"resp","rt"
1,0.279
1,0.294
1,0.295
1,0.298
1,0.299
1,0.301
1,0.302
1,0.304
1,0.306
1,0.307
1,0.307
1,0.307
1,0.307
1,0.308
1,0.309
1,0.309
1,0.31
1,0.31
1,0.311
1,0.313
1,0.314
1,0.314
1,0.315
1,0.317
1,0.317
1,0.318
1,0.318
1,0.319
1,0.319
1,0.32
1,0.321
1,0.321
1,0.322
1,0.322
1,0.323
1,0.323
1,0.323
1,0.324
1,0.324
1,0.326
1,0.327
1,0.327
1,0.328
1,0.328
1,0.329
1,0.329
1,0.329
1,0.329
1,0.33
1,0.33
1,0.33
1,0.33
1,0.331
1,0.331
1,0.333
1,0.334
1,0.334
1,0.335
1,0.335
1,0.336
1,0.336
1,0.338
1,0.338
1,0.338
1,0.34
1,0.341
1,0.341
1,0.341
1,0.342
1,0.342
1,0.342
1,0.342
1,0.342
1,0.343
1,0.343
1,0.344
1,0.344
1,0.344
1,0.344
1,0.345
1,0.346
1,0.346
1,0.347
1,0.35
1,0.35
1,0.351
1,0.351
1,0.352
1,0.352
1,0.352
1,0.353
1,0.353
1,0.353
1,0.353
1,0.353
1,0.353
1,0.354
1,0.354
1,0.355
1,0.356
1,0.356
1,0.357
1,0.359
1,0.359
1,0.359
1,0.359
1,0.36
1,0.363
1,0.363
1,0.363
1,0.363
1,0.364
1,0.365
1,0.365
1,0.366
1,0.367
1,0.367
1,0.367
1,0.37
1,0.373
1,0.373
1,0.374
1,0.376
1,0.378
1,0.379
1,0.38
1,0.38
1,0.38
1,0.381
1,0.382
1,0.384
1,0.385
1,0.388
1,0.388
1,0.389
1,0.389
1,0.39
1,0.39
1,0.391
1,0.393
1,0.394
1,0.395
1,0.395
1,0.396
1,0.396
1,0.399
1,0.399
1,0.4
1,0.401
1,0.403
1,0.403
1,0.403
1,0.406
1,0.406
1,0.406
1,0.406
1,0.409
1,0.41
1,0.41
1,0.411
1,0.412
1,0.412
1,0.412
1,0.413
1,0.414
1,0.414
1,0.421
1,0.423
1,0.424
1,0.424
1,0.425
1,0.426
1,0.427
1,0.427
1,0.429
1,0.436
1,0.437
1,0.437
1,0.442
1,0.445
1,0.446
1,0.446
1,0.448
1,0.448
1,0.465
1,0.468
1,0.469
1,0.472
1,0.474
1,0.477
1,0.481
1,0.484
1,0.496
1,0.504
1,0.532
1,0.534
1,0.594
1,0.628
