"resp","rt"
0,0.587
1,0.337
1,0.347
1,0.347
1,0.348
1,0.348
1,0.35
1,0.353
1,0.355
1,0.358
1,0.36
1,0.36
1,0.36
1,0.36
1,0.361
1,0.361
1,0.363
1,0.364
1,0.364
1,0.365
1,0.366
1,0.367
1,0.369
1,0.372
1,0.375
1,0.376
1,0.377
1,0.379
1,0.379
1,0.38
1,0.38
1,0.381
1,0.382
1,0.382
1,0.383
1,0.383
1,0.383
1,0.384
1,0.385
1,0.386
1,0.387
1,0.388
1,0.388
1,0.388
1,0.388
1,0.391
1,0.391
1,0.392
1,0.392
1,0.392
1,0.393
1,0.395
1,0.396
1,0.397
1,0.397
1,0.398
1,0.398
1,0.4
1,0.401
1,0.401
1,0.402
1,0.402
1,0.402
1,0.403
1,0.403
1,0.404
1,0.404
1,0.404
1,0.405
1,0.405
1,0.406
1,0.409
1,0.411
1,0.411
1,0.413
1,0.414
1,0.414
1,0.416
1,0.417
1,0.418
1,0.418
1,0.419
1,0.421
1,0.423
1,0.426
1,0.427
1,0.427
1,0.429
1,0.43
1,0.431
1,0.431
1,0.432
1,0.432
1,0.433
1,0.434
1,0.435
1,0.435
1,0.436
1,0.436
1,0.436
1,0.436
1,0.441
1,0.442
1,0.443
1,0.444
1,0.444
1,0.445
1,0.445
1,0.449
1,0.45
1,0.452
1,0.453
1,0.454
1,0.454
1,0.456
1,0.46
1,0.461
1,0.462
1,0.462
1,0.462
1,0.464
1,0.464
1,0.465
1,0.466
1,0.466
1,0.467
1,0.468
1,0.472
1,0.473
1,0.474
1,0.474
1,0.474
1,0.476
1,0.476
1,0.476
1,0.477
1,0.478
1,0.478
1,0.479
1,0.481
1,0.483
1,0.483
1,0.484
1,0.485
1,0.486
1,0.486
1,0.488
1,0.488
1,0.491
1,0.491
1,0.491
1,0.491
1,0.492
1,0.495
1,0.495
1,0.497
1,0.498
1,0.499
1,0.501
1,0.501
1,0.502
1,0.504
1,0.505
1,0.505
1,0.506
1,0.507
1,0.509
1,0.511
1,0.513
1,0.518
1,0.522
1,0.525
1,0.529
1,0.53
1,0.53
1,0.533
1,0.54
1,0.542
1,0.542
1,0.546
1,0.552
1,0.554
1,0.554
1,0.561
1,0.562
1,0.563
1,0.566
1,0.571
1,0.578
1,0.586
1,0.592
1,0.6
1,0.604
1,0.618
1,0.654
1,0.676
1,0.696
1,0.697
1,0.79
